"track_name","size_bytes","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num"
"franceinfo - l'actualité & les élections en direct",155857920,0,162,32,4,5,"17+","News",37,5,2
"DOUBUTSU URANAI®-Animal Fortune-",38718464,0.99,5,0,4,0,"4+","Lifestyle",40,0,2
"Doodle Army",17879270,0.99,12354,1428,4,4.5,"12+","Games",47,0,1
"Ameba",96635904,0,269,0,3,0,"12+","Social Networking",37,0,1
"eBook: War and Peace",8039424,3.99,0,0,0,0,"9+","Book",37,5,1
"Plants vs. Zombies",105379840,0.99,426463,680,5,4,"9+","Games",38,0,5
"Weibo",199585792,0,7265,11,3.5,4,"17+","Social Networking",37,5,2
"大众点评-发现品质生活",244516864,0,844,1,4,1,"17+","Lifestyle",37,5,2
"AlloCiné : Cinéma et Séries",123450368,0,101,1,4,5,"12+","Entertainment",37,5,1
"Badoo - Meet New People, Chat, Socialize.",157625344,0,34428,23,4.5,4,"17+","Social Networking",37,4,30
"Flick Kick Field Goal",75612160,1.99,36946,152,4.5,4,"4+","Games",38,5,3
"Venmo",68153344,0,21090,1325,4.5,5,"4+","Finance",37,4,1
"Dungeons & Such Treasures,Collectibles and Dragons",84469760,2.99,653,8,4.5,4.5,"12+","Games",37,1,31
"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,3.99,1118,29,4.5,5,"4+","Education",37,5,29
"Shift Worker",7344128,1.99,348,33,4,4,"4+","Productivity",40,0,1
"Spy Calc - Hide pictures, videos, documents",25097281,1.99,207,50,3.5,3,"9+","Utilities",40,0,34
"Waterlogged - Daily Hydration Tracker",43439104,0,5000,23,4.5,4.5,"12+","Health & Fitness",37,5,10
"MyNetDiary PRO - Calorie Counter and Food Diary",83851264,3.99,15188,272,4.5,4,"12+","Health & Fitness",37,0,2
"The Washington Post Classic",118980608,0,18572,307,4.5,4.5,"12+","News",37,3,1
"F-Sim Space Shuttle",76394496,4.99,6403,491,4.5,4.5,"4+","Games",43,5,1
"Groupon - Deals, Coupons & Discount Shopping App",127382528,0,417779,914,4.5,4.5,"12+","Shopping",37,4,10
"Learn to Speak Spanish Fast With MosaLingua",48819200,4.99,9,1,5,5,"12+","Education",38,5,5
"Coaster VR, Extreme Endless 3D Stereograph",30977024,0.99,107,0,2.5,0,"4+","Entertainment",37,5,1
"Parents Calling Easter Bunny",8073209,1.99,72,72,2,2,"4+","Lifestyle",47,0,1
"Sporcle",15676416,2.99,2044,10,3.5,3,"9+","Games",37,5,1
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,0,16683,21,3.5,2.5,"4+","Sports",37,5,2
"DOOM II RPG",48700821,0.99,1455,1450,3,3,"12+","Games",47,0,1
"STREET FIGHTER IV",581353472,4.99,15056,751,4,4,"17+","Games",40,0,3
"Dr. Seuss Camera - The Cat in the Hat Edition",9906176,0.99,249,5,4.5,4.5,"4+","Photo & Video",37,0,1
"FINAL FANTASY",114843648,7.99,6091,75,4,3.5,"9+","Games",38,3,8
"FINAL FANTASY II",199450624,7.99,2754,55,4,2.5,"9+","Games",38,5,6
"Worms 2: Armageddon",529755136,4.99,9870,12,4.5,4.5,"12+","Games",40,5,1
"SoundHound Song Search & Music Player",70516736,0,82602,13,4,4.5,"9+","Music",37,5,23
"Jourist Weltübersetzer",147066880,7.99,0,0,0,0,"4+","Travel",40,5,1
"TeachMe: 1st Grade",90241024,1.99,762,5,4,5,"4+","Education",37,5,1
"TeachMe: 3rd Grade",174268416,1.99,160,2,4,3,"4+","Education",37,5,1
"ヤフオク! 利用者数NO.1のオークション、フリマアプリ",187040768,0,9,0,3,0,"17+","Shopping",37,0,1
"Kik",151864320,0,260965,228,4,3,"12+","Social Networking",37,0,14
"Slow Shutter Cam",4466688,1.99,2305,100,4,5,"4+","Photo & Video",37,5,4
"PeakFinder Earth",35478528,4.99,137,21,4,5,"4+","Travel",37,3,10
"AgingBooth",31869952,0,11999,233,4,4.5,"4+","Entertainment",37,4,1
"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,1.99,1995,148,4.5,4.5,"12+","Photo & Video",38,5,14
"Tabs & Chords by Ultimate Guitar - learn and play",103049216,2.99,35045,250,4.5,4.5,"4+","Music",37,0,6
"Dude, your car!",40586240,0.99,343,15,4,4.5,"4+","Entertainment",38,0,30
"Drawing Pad",220397568,1.99,1824,113,4,4,"4+","Entertainment",24,5,22
"ESPN Tournament Challenge",69057536,0,39642,492,4,4,"4+","Sports",37,5,1
"Solitaire",101943296,0,679055,9673,4.5,4.5,"4+","Games",38,4,11
"Notability",122235904,9.99,17594,143,4,4,"4+","Productivity",37,5,14
"Rubik's® Cube",151954432,1.99,3531,177,4,4.5,"4+","Games",38,5,1
"Super Why! Power to Read",138047488,3.99,1080,5,3.5,2.5,"4+","Education",37,5,1
"Amex Mobile",105982976,0,11421,57,4,2.5,"4+","Finance",37,4,1
"Fruit Ninja Classic",104590336,1.99,698516,132,4.5,4,"4+","Games",38,5,13
"Animation Creator HD",32051200,3.99,4497,448,4,4,"12+","Entertainment",24,5,1
"Plants vs. Zombies HD",225859584,0.99,163598,503,5,4,"9+","Games",24,5,5
"SCRABBLE Premium for iPad",229992448,9.99,39678,114,3.5,3.5,"4+","Games",24,5,6
"Graphic - illustration and design",32604160,8.99,1809,52,4.5,3.5,"4+","Productivity",24,5,1
"Ship Finder",22948864,4.99,624,20,3.5,3.5,"4+","Navigation",37,1,1
"Photogene ⁴",35422208,2.99,3761,596,4.5,4.5,"4+","Photo & Video",40,5,1
"Hurricane HD",32083968,3.99,353,8,4,3.5,"12+","Weather",24,5,1
"Star Walk HD - Night Sky Map",150221824,4.99,6503,60,4.5,5,"4+","Education",24,5,12
"Space War HD",30270464,0.99,71,3,3,4.5,"4+","Games",37,2,4
"Netflix",125016064,0,308844,139,3.5,3,"4+","Entertainment",37,5,20
"forScore",35717120,9.99,3909,36,4.5,5,"4+","Music",24,5,14
"ComicGlass [ComicReader]",31955968,2.99,308,0,4.5,0,"12+","Utilities",40,5,7
"iAnnotate PDF",44099584,9.99,11156,8,4.5,2.5,"4+","Productivity",24,5,1
"ArtStudio for iPad - Draw Sketch and Paint",34310144,4.99,8542,543,4.5,5,"4+","Photo & Video",26,5,1
"Call of Duty: Zombies HD",35602607,4.99,5853,3860,3.5,4,"17+","Games",26,4,1
"Small World 2",234123264,1.99,1506,198,4,4.5,"9+","Games",26,5,6
"Qzone",133874688,0,1649,1,3.5,5,"4+","Social Networking",37,0,3
"ABC – Watch Live TV & Stream Full Episodes",85724160,0,78890,449,3,3.5,"12+","Entertainment",37,5,1
"Fieldrunners for iPad",219693056,3.99,2147,23,4,5,"9+","Games",24,5,1
"Angry Birds HD",176164864,0,89110,114,4.5,4,"4+","Games",24,5,10
"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",59101184,0,208648,25664,4,4.5,"4+","Weather",24,4,1
"Do Not Press The Red Button HD",10907191,1.99,856,38,2.5,3.5,"12+","Entertainment",26,3,1
"Digits, the calculator for humans",4177920,3.99,7825,828,4.5,4.5,"4+","Productivity",43,5,1
"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,9.99,7033,119,4,4.5,"4+","Business",37,5,11
"National Geographic World Atlas",66138112,1.99,4255,209,4,2,"4+","Reference",38,5,1
"FileBrowser - Access files on remote computers",68073472,5.99,3230,5,4.5,4,"4+","Utilities",37,5,7
"Dictionary.com Dictionary & Thesaurus for iPad",165748736,0,54175,10176,4.5,4.5,"4+","Reference",24,5,9
"Animation & Drawing by Do Ink",33857536,4.99,308,8,4,4.5,"4+","Education",24,5,1
"AirCoaster - Roller Coaster Builder",22763520,0.99,2602,71,3,4.5,"9+","Games",37,4,1
"Documents 6 - File manager, PDF reader and browser",107259904,0,29110,324,4.5,4.5,"17+","Productivity",37,5,9
"The World Factbook for iPad",73224192,1.99,273,8,3.5,4.5,"4+","Reference",26,5,1
"Photo Transfer App - Easy backup of photos+videos",45182976,0,15654,24,4.5,4.5,"4+","Photo & Video",37,5,2
"TwitCasting Viewer - Watch Live Video & Radio",16292864,0,189,0,2.5,0,"12+","Entertainment",37,1,9
"Ski Tracks",24851456,0.99,829,16,4.5,4.5,"4+","Navigation",24,0,7
"The Photographer's Ephemeris",58463232,8.99,663,5,5,4,"4+","Photo & Video",37,5,1
"▻Sudoku",71002112,0,359832,17119,4.5,5,"4+","Games",40,5,7
"StubHub - Tickets to Sports, Concerts and Theatre",112609280,0,9011,49,3.5,4,"4+","Entertainment",37,5,6
"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,4.99,17667,14,4.5,4,"4+","Health & Fitness",37,0,15
"OverDrive – Library eBooks and Audiobooks",39844864,0,65450,2721,4,4.5,"4+","Book",37,5,18
"Hotels & Vacation Rentals by Booking.com",105609216,0,31261,374,4.5,4.5,"4+","Travel",37,5,40
"The Impossible Game",14160896,0.99,9885,10,4,4,"4+","Games",40,0,1
"PrankDial - #1 Prank Call App",112515072,0,11091,415,3,4.5,"4+","Entertainment",37,0,6
"Fox News",64705536,0,132703,394,4,3,"4+","News",37,5,1
"Live Cams - HD",37161984,4.99,286,25,2.5,5,"4+","Travel",24,5,1
"QR Reader for iPhone",54776832,0,12683,108,4,4,"12+","Utilities",38,0,29
"Uber",283852800,0,49466,150,3,2,"4+","Travel",37,4,41
"WEB.DE Mail",101923840,0,168,0,4,0,"4+","Productivity",37,5,2
"iBunkoHD",40479744,6.99,114,0,4,0,"17+","Book",24,5,3
"Hurricane Tracker For iPad",10612736,2.99,2798,357,4.5,4.5,"4+","Weather",24,5,1
"6play, TV en direct et en replay",94592000,0,62,0,3.5,0,"4+","Entertainment",37,5,1
"AudioNote - Notepad and Voice Recorder",33213440,9.99,1756,53,4,5,"4+","Business",37,4,5
"Breathing Zone: Guided Breathing for Mindfulness",37140480,3.99,511,57,4.5,4.5,"4+","Health & Fitness",37,5,1
"My Virtual Girlfriend - Deluxe Dating Sim",144180224,0.99,2609,9,3.5,4.5,"17+","Games",40,5,1
"Fake-A-Location Free ™",7689537,0,354,215,1.5,1,"4+","Social Networking",43,0,1
"QQ 浏览器-搜新闻、选小说漫画、看视频",119812096,0,1750,19,3.5,5,"17+","Utilities",38,0,1
"Math Ninja HD",25137152,1.99,1121,209,4.5,4.5,"9+","Games",43,5,1
"Résultats Foot en Direct",65074176,0,339,7,4.5,4.5,"4+","Sports",38,0,1
"Chase Mobile",34950144,0,34322,3167,4.5,4.5,"4+","Finance",24,5,1
"Captio - Email yourself with 1 tap",19054592,1.99,162,17,4.5,4.5,"4+","Productivity",38,3,3
"My Vodafone",83575808,0,8,1,3,1,"4+","Utilities",37,3,1
"Math Bingo",14602240,2.99,4386,444,4.5,4.5,"4+","Education",43,5,1
"▻Sudoku +",61595648,4.99,5397,476,5,5,"4+","Games",40,5,7
"Tango - Free Video Call, Voice and Chat",134848512,0,75412,66,4.5,4.5,"17+","Social Networking",37,5,18
"MeetMe - Chat and Meet New People",133956608,0,97072,143,4,3.5,"17+","Social Networking",37,0,18
"WebMD for iPad",17613824,0,9142,22,3.5,4,"12+","Health & Fitness",26,5,1
"GeoBee Challenge HD by National Geographic",35975168,1.99,1957,958,4.5,4.5,"4+","Games",40,5,1
"OPlayer HD - video player, classic media streaming",127020032,4.99,2944,40,4,4.5,"17+","Entertainment",24,5,29
"TouchRetouch",27962368,1.99,588,54,4,4,"4+","Photo & Video",37,0,14
"Cat Physics",14824448,1.99,40552,238,4.5,4.5,"4+","Games",40,3,1
"随手记（专业版）-好用的记账理财工具",83899392,0.99,1267,0,4.5,0,"4+","Finance",38,0,3
"AnkiMobile Flashcards",19371008,24.99,753,12,4,4.5,"4+","Education",37,5,1
"WeatherPro for iPad",59475968,2.99,725,26,4,4.5,"4+","Weather",24,5,13
"Real英会話",80203776,3.99,45,12,4.5,4.5,"12+","Education",38,5,1
"BATTLE BEARS -1",227403527,0.99,14910,1003,4,4.5,"12+","Games",45,5,1
"Crash Bandicoot Nitro Kart 2",75254654,2.99,3064,1428,3.5,3.5,"9+","Games",47,0,1
"WIRED Magazine",23879680,0,12074,43,2.5,1.5,"17+","News",24,5,1
"Popplet",4893696,4.99,336,2,4,3,"4+","Productivity",37,5,1
"Notes Plus",109620224,9.99,6257,15,4,4,"4+","Productivity",37,5,11
"Color Splash for iPad",18752512,1.99,2445,41,4.5,5,"4+","Photo & Video",24,5,1
"Robot Unicorn Attack",52117504,0.99,22150,1141,4,4.5,"9+","Games",43,5,1
"SimSimi",31358976,0,23530,7,4,2.5,"17+","Social Networking",37,0,25
"Carcassonne",359192576,9.99,10846,91,4.5,4.5,"4+","Games",38,5,2
"Apple Store",70782976,0,55171,187,3.5,3.5,"4+","Shopping",37,5,21
"TED",84056064,0,5782,149,3.5,3.5,"12+","Education",37,5,22
"Météo-France",124090368,0,24,2,3.5,5,"4+","Weather",37,4,3
"Ma Banque",137866240,0,17,0,3.5,0,"4+","Finance",37,5,1
"Doodle God™",121715712,1.99,35759,64,4.5,4,"12+","Games",40,0,13
"Carnivores: Dinosaur Hunter Pro",304654336,2.99,18306,186,4,4.5,"12+","Games",37,5,4
"Blackboard Mobile Learn™",51179520,0,13567,2625,2,1.5,"4+","Education",40,5,14
"SEC Football Schedules, Scores & Radio",60380160,1.99,240,2,3,4.5,"4+","Sports",37,5,1
"Hulu: Watch TV Shows & Stream the Latest Movies",99568640,0,56170,1264,2,2,"12+","Entertainment",37,5,2
"かなもじ",61272064,3.99,19,0,4.5,0,"4+","Education",24,5,2
"恵方コンパス.",41207059,0,0,0,0,0,"4+","Navigation",39,5,1
"360 Panorama",7954432,1.99,10463,193,4.5,3.5,"4+","Photo & Video",38,5,3
"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,0,1255,432,4.5,4.5,"12+","Lifestyle",38,5,1
"Cake Doodle",99558400,0.99,5803,10,4,4,"4+","Games",37,5,1
"The Impossible Quiz! for iPad",16857290,1.99,227,225,4,4,"9+","Games",26,5,1
"Boating USA",111196160,9.99,342,2,3.5,4,"4+","Navigation",37,0,5
"Diptic",36705280,2.99,7578,67,4.5,5,"4+","Photo & Video",37,5,1
"Family Feud™ HD",79312792,6.99,1156,951,3.5,3.5,"4+","Games",26,5,1
"Edmodo",127939584,0,7197,0,3.5,0,"4+","Education",37,4,4
"Auto Palmistry Premium",44349440,2.99,5,0,3,0,"4+","Entertainment",37,4,3
"Drift Mania Championship",1178477568,0.99,3432,0,3,0,"4+","Games",38,5,10
"「宅建士」過去問題《受験用》",24444928,3.99,0,0,0,0,"4+","Education",37,0,1
"Osmos for iPad",41772032,4.99,24306,6,4.5,5,"4+","Games",24,5,9
"携程旅行-酒店、机票、火车票预订助手",144488448,0,312,0,3.5,0,"17+","Travel",37,5,1
"Audible – audio books, original series & podcasts",81558528,0,105274,1774,4.5,4.5,"4+","Book",37,5,5
"Living Earth - Clock & Weather",169009152,2.99,25475,71,4.5,4,"4+","Utilities",37,4,11
"Sushi Cat",62373888,0.99,8718,381,4,4.5,"4+","Games",43,5,1
"Talking Tom Cat for iPad",75417600,0,29492,51,3.5,4,"4+","Entertainment",24,5,13
"Let's create! Pottery HD",175157248,4.99,12787,12,4.5,4.5,"4+","Entertainment",38,5,1
"Files HD Pro - File Manager & Web Browser",28118016,4.99,2237,41,4,3.5,"17+","Utilities",24,5,2
"Army Fitness APFT Calculator",15759360,0.99,108,74,4,4.5,"4+","Utilities",40,3,1
"Ringtones for iPhone & Ringtone Maker",109270016,0,25403,1598,4.5,4.5,"12+","Music",37,4,9
"Zoopla Property Search -UK Homes for Sale and Rent",59411456,0,210,4,3.5,4.5,"4+","Lifestyle",37,5,1
"Vestiaire Collective - Pre-Owned Luxury Fashion",138755072,0,169,16,4,4.5,"4+","Shopping",37,5,5
"Week Calendar",81845248,1.99,7447,18,4.5,4.5,"4+","Productivity",37,0,29
"Stack the States®",132377600,2.99,12833,282,4.5,4.5,"4+","Education",40,5,1
"Flashlight Ⓞ",42027008,0,130450,1010,5,4.5,"4+","Utilities",40,0,22
"ゲーム発展国＋＋",191410176,4.99,6,0,4,0,"4+","Games",38,5,1
"Celebtwin: Celebrity Looks Like Lite",81773568,0,1111,0,1.5,0,"4+","Lifestyle",37,4,12
"Onefootball - Soccer Scores & Live News",113814528,0,3194,18,4.5,4.5,"12+","Sports",37,5,13
"SuperCam_Pro",27815936,1.99,1399,24,2.5,2.5,"4+","Business",43,0,7
"カロリー管理（痩せるアプリ）",44402688,3.99,10,0,4.5,0,"17+","Health & Fitness",37,0,1
"手机百度 - 百度一下你就得到",226406400,0,1990,0,4.5,0,"17+","Utilities",38,0,1
"Sam's Club: Wholesale Shopping & Bulk Buy Deals",113119232,0,8149,173,4,4.5,"4+","Shopping",37,5,1
"Splashtop Personal - Remote Desktop",55986176,4.99,29376,11,4.5,5,"4+","Business",24,5,11
"eBay Kleinanzeigen - Free. Easy. Local.",63022080,0,74,3,4.5,5,"4+","Shopping",37,4,1
"Viber Messenger – Text & Call",129657856,0,164249,206,4.5,4.5,"4+","Social Networking",37,5,32
"Osmos",33989632,2.99,14605,23,4.5,5,"4+","Games",37,0,9
"shopkick - Shopping Rewards & Discounts",74822656,0,130823,29363,4.5,5,"4+","Shopping",37,4,2
"Decide Now!",3462144,0.99,486,25,4.5,4,"4+","Entertainment",37,5,9
"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,0.99,8946,1776,4.5,4.5,"4+","Music",43,0,1
"The Secret of Grisly Manor",51794944,0.99,1993,36,4,4,"4+","Games",40,5,7
"Find My Family, Friends & iPhone - Life360 Locator",154507264,0,43877,80,4.5,4.5,"4+","Social Networking",37,0,13
"Pocketbooth - the photo booth in your pocket",72586240,0.99,2377,5,4.5,5,"4+","Photo & Video",37,5,1
"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,0,1590,6,4.5,5,"17+","Entertainment",38,0,2
"The Incident",19534848,0.99,2070,16,4,4.5,"4+","Games",37,5,1
"ホットペッパービューティー/サロン予約",65892352,0,9,0,4,0,"4+","Lifestyle",37,0,1
"Dictionary.com Dictionary & Thesaurus Premium",108836864,3.99,11530,81,4.5,4.5,"4+","Reference",37,0,1
"Autohome-Find new＆Used Cars For Sale",89219072,0,194,0,4,0,"17+","Lifestyle",37,0,2
"OPEN Forum",83138560,0,200,0,3.5,0,"4+","Business",37,0,1
"Weibo HD",104387584,0,16772,293,4.5,3,"4+","Social Networking",24,4,3
"Reckless Racing HD",77139968,0.99,9,7,4,4.5,"4+","Games",43,5,5
"Bloons Super Monkey",28566528,0.99,2113,20,3.5,2.5,"4+","Games",40,5,1
"Lotto Results - Mega Millions Powerball Lottery",7990272,0,794,8,4,3.5,"12+","News",37,5,1
"IKEA Catalog",122979328,0,8939,15,4,1.5,"4+","Lifestyle",37,5,29
"QQ安全中心",32918528,0,308,0,3.5,0,"17+","Utilities",37,0,1
"Free IQ Test: Calculate your IQ",4034560,0,5,1,2,1,"4+","Education",38,0,2
"Infinity Blade",624107810,0.99,326482,177050,5,5,"12+","Games",43,5,13
"淘宝 - 随时随地，想淘就淘",309673984,0,3801,6,4,4,"4+","Shopping",37,1,1
"Virtual Regatta Offshore",123541504,0,209,1,3.5,5,"4+","Games",37,5,1
"iSlash",27619328,0.99,33868,463,4.5,4.5,"4+","Games",43,0,1
"Ugly Meter™",30441472,0.99,13741,58,3.5,2.5,"9+","Entertainment",43,4,1
"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",100551680,0,18418,706,4.5,5,"4+","Reference",37,5,16
"Carbs & Cals - Diet & Diabetes",209295360,4.99,21,0,1.5,0,"4+","Health & Fitness",37,5,1
"2XL Supercross HD",270729216,4.99,1588,6,3.5,4.5,"4+","Games",37,5,7
"Fly Delta",140803072,0,8094,191,3,2.5,"4+","Travel",37,0,1
"Google Authenticator",17235968,0,1652,202,3,2.5,"4+","Utilities",38,1,32
"CamScanner +| PDF Document Scanner and OCR",98450432,0.99,5482,25,4.5,4.5,"4+","Productivity",37,0,14
"Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.",685733888,13.99,611,186,4.5,4.5,"12+","Medical",37,5,1
"Flashlight for iPhone , iPod and iPad",64041984,0,26697,3109,4.5,4.5,"4+","Utilities",37,5,1
"赶集网-工作生活啥都有！",106115072,0,317,0,4,0,"17+","Lifestyle",38,0,1
"The Sims 3 Ambitions",444821504,4.99,14202,638,3.5,3.5,"12+","Games",40,5,10
"Bookshelf",106445824,0,2064,2,2.5,4,"4+","Education",37,5,32
"QQ同步助手-新机一键换机必备工具",72941568,0,746,1,4.5,5,"4+","Utilities",40,0,1
"Der Feueralarm",30711808,0.99,0,0,0,0,"12+","Entertainment",40,5,1
"POF - Best Dating App for Conversations",59248640,0,52642,16,3.5,3.5,"17+","Social Networking",37,5,31
"NFL",131428352,0,27317,2,2.5,5,"4+","Sports",37,1,1
"Vernier Video Physics",40472576,4.99,76,2,4,1,"4+","Education",37,5,5
"Instagram",113954816,0,2161558,1289,4.5,4,"12+","Photo & Video",37,0,29
"Due — Reminders, Countdown Timers",32130048,4.99,2554,93,4.5,3.5,"4+","Productivity",37,5,17
"UFO on Tape",35359744,0.99,1058,3,3.5,3.5,"4+","Games",37,3,1
"Catan HD",812010496,1.99,10382,281,4,3.5,"4+","Games",24,5,6
"Polar Plunge ™",3700705,0.99,1428,1417,3.5,3.5,"4+","Games",47,0,1
"Sunday Ticket",92392448,0,3134,160,2.5,3,"4+","Entertainment",24,4,1
"央视影音HD-海量央视内容高清直播",64325632,0,596,0,2.5,0,"4+","Entertainment",24,5,3
"Neuroshima Hex",511094784,4.99,4378,251,4.5,4.5,"9+","Games",43,5,1
"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",25960448,4.99,280,12,4,4,"4+","Navigation",37,0,6
"ArtRage",58826752,4.99,1045,2,4,2.5,"4+","Entertainment",24,5,7
"Sleep Talk Recorder",25309184,0,1110,31,4.5,3.5,"17+","Utilities",38,0,31
"Spider Solitaire by MobilityWare",39446528,4.99,11154,1862,4.5,5,"4+","Games",38,5,3
"iSleeping by iSommeil SARL",24419328,0,0,0,0,0,"4+","Medical",38,0,3
"中国建设银行",209245184,0,258,0,2,0,"17+","Finance",37,0,1
"Lane Splitter",106458112,0.99,44567,202,4.5,4.5,"4+","Games",38,4,1
"Ryder Cup 2016 – Hazeltine National Golf Club",116247552,0,3818,69,2.5,1.5,"4+","Sports",37,1,1
"Noteshelf",117406720,9.99,7562,9,4.5,4,"4+","Productivity",24,5,7
"The Legend of Spookley the Square Pumpkin",36942848,2.99,120,12,4.5,4.5,"4+","Book",37,4,1
"BUBBLE BOBBLE DOUBLE",56954817,4.99,206,128,3,3.5,"4+","Games",47,5,1
"Paprika Recipe Manager",10432512,4.99,1755,83,4.5,4.5,"17+","Food & Drink",24,5,16
"ToonCamera",29494272,1.99,1037,95,4.5,4.5,"4+","Photo & Video",37,5,13
"Sonic The Hedgehog 4™ Episode I",124710912,2.99,4755,132,4,3.5,"9+","Games",38,5,1
"Cisco AnyConnect",46872576,0,825,28,3.5,4,"4+","Business",40,1,1
"GroupMe",66864128,0,28260,294,4.5,4.5,"4+","Social Networking",37,1,14
"招商银行",154910720,0,306,1,3.5,1,"12+","Finance",37,0,2
"Jenga",97562624,0,32527,4411,4.5,4,"4+","Games",43,5,1
"Zappos: shop shoes & clothes, fast free shipping",70325248,0,103655,39452,5,5,"4+","Shopping",37,4,1
"Printer Pro - Print photos, pdf and emails",98820096,6.99,15981,440,4.5,4.5,"4+","Productivity",37,5,9
"Sephora Makeup & Beauty App – Insider Tips & Style",147001344,0,15593,301,4.5,5,"4+","Shopping",37,0,1
"欧路英语词典 Eudic 增强版",152671232,2.99,206,2,4,3.5,"17+","Reference",37,5,3
"爱奇艺 - 电视剧电影综艺娱乐视频播放器",235160576,0,786,0,3.5,0,"17+","Entertainment",38,0,2
"Mathmateer®",26029056,1.99,1207,2,4.5,4.5,"4+","Education",37,5,1
"Battleheart",275481600,2.99,6879,54,4.5,4.5,"9+","Games",38,5,1
"Youku HD",145140736,0,5683,7,4,4.5,"12+","Entertainment",24,5,1
"Bowitter for iPhone",3174400,0.99,0,0,0,0,"4+","Social Networking",43,0,2
"Need for Speed™ Hot Pursuit",1269152768,4.99,5059,20,4,3.5,"4+","Games",37,5,8
"Instant Heart Rate+: Heart Rate & Pulse Monitor",189514752,4.99,10158,475,4.5,4.5,"4+","Health & Fitness",37,0,31
"去哪儿旅行-预订机票酒店火车票特价旅游自由行",131723264,0,291,0,4,0,"17+","Travel",37,5,1
"NOAA Hurricane Center",8069120,1.99,31,15,3,3,"4+","Weather",43,0,1
"CVS Pharmacy",129167360,0,35981,237,4,4,"12+","Shopping",37,0,1
"Age of Zombies™",53805056,0.99,14493,384,4.5,4.5,"12+","Games",40,5,1
